0,1,2,3,4
2718,1,299,1,2015
2094,1,299,2,2015
2083,1,299,6,2015
2718,1,299,10,2015
2718,1,299,1,2016
2718,1,299,3,2016
2347,1,299,9,2016
2718,2,299,12,2016
2718,2,299,4,2017
2682,1,92,11,2014
2115,1,92,11,2014
2471,1,92,1,2015
2556,1,92,2,2015
2718,1,92,2,2015
2198,1,92,2,2015
2267,1,92,5,2015
2471,1,92,6,2015
2471,1,92,7,2015
2100,1,92,12,2016
2724,1,92,2,2017
2347,2,92,2,2017
2252,1,92,6,2017
2347,2,92,7,2017
2471,1,92,8,2017
2097,1,301,11,2014
2855,1,301,11,2014
2627,1,301,11,2014
2718,2,301,11,2014
2142,1,301,11,2014
2718,2,301,12,2014
2222,1,301,12,2014
2682,1,301,12,2014
2497,1,301,12,2014
2718,3,301,1,2015
2347,1,301,1,2015
2718,3,301,2,2015
2545,2,301,3,2015
2718,2,301,3,2015
2267,1,301,4,2015
2347,1,301,4,2015
2718,1,301,4,2015
2718,1,301,5,2015
2549,1,301,6,2015
2718,1,301,6,2015
2128,1,301,7,2015
2646,1,301,7,2015
2187,1,301,7,2015
2099,4,301,7,2015
2267,1,301,8,2015
2686,1,301,9,2015
2283,1,301,9,2015
2149,1,301,9,2015
2267,5,301,9,2015
2718,10,301,9,2015
2115,1,301,9,2015
2149,1,301,10,2015
2206,1,301,10,2015
2142,2,301,10,2015
2267,5,301,10,2015
2718,6,301,10,2015
2627,1,301,10,2015
2115,1,301,11,2015
2718,5,301,11,2015
2267,4,301,11,2015
2183,2,301,11,2015
2142,1,301,11,2015
2494,1,301,11,2015
2718,3,301,12,2015
2243,1,301,12,2015
2153,1,301,12,2015
2642,1,301,12,2015
2149,2,301,1,2016
2718,3,301,1,2016
2097,1,301,1,2016
2718,4,301,2,2016
2115,1,301,2,2016
2142,1,301,2,2016
2718,4,301,3,2016
2115,1,301,3,2016
2267,2,301,3,2016
2083,1,301,7,2016
2085,1,301,7,2016
2281,1,301,8,2016
2177,1,301,8,2016
2642,1,301,8,2016
2627,1,301,8,2016
2718,1,301,8,2016
2442,2,301,9,2016
2718,3,301,9,2016
2718,2,301,10,2016
2267,3,301,10,2016
2142,1,301,10,2016
2718,2,301,11,2016
2142,1,301,11,2016
2718,1,301,12,2016
2142,2,301,1,2017
2718,1,301,1,2017
2099,1,301,1,2017
2700,2,301,1,2017
2183,1,301,1,2017
2718,7,301,2,2017
2676,1,301,2,2017
2142,1,301,2,2017
2339,2,301,2,2017
2252,3,301,2,2017
2642,4,301,2,2017
2718,2,301,3,2017
2347,3,301,4,2017
2267,3,301,5,2017
2718,1,301,6,2017
2128,1,301,6,2017
2281,1,301,7,2017
2733,1,301,7,2017
2252,1,301,7,2017
2718,2,301,8,2017
2187,1,301,9,2017
2718,1,301,9,2017
2128,1,301,10,2017
2718,2,301,10,2017
2718,1,301,11,2017
2691,1,301,12,2017
2718,1,301,12,2017
2100,1,21,11,2014
2142,2,21,12,2014
2252,1,21,12,2014
2142,1,21,1,2015
2267,1,21,1,2015
2097,3,21,1,2015
2252,1,21,1,2015
2149,1,21,2,2015
2676,4,21,2,2015
2252,2,21,3,2015
2347,1,21,3,2015
2718,3,21,3,2015
2267,1,21,3,2015
2267,1,21,4,2015
2149,2,21,5,2015
2718,1,21,5,2015
2177,1,21,6,2015
2718,1,21,7,2015
2347,1,21,8,2015
2252,2,21,8,2015
2097,1,21,9,2015
2347,1,21,9,2015
2097,2,21,10,2015
2347,2,21,10,2015
2177,2,21,10,2015
2142,1,21,11,2015
2494,1,21,11,2015
2252,1,21,12,2015
2347,1,21,12,2015
2718,2,21,12,2015
2252,1,21,1,2016
2097,3,21,1,2016
2097,1,21,2,2016
2222,1,21,2,2016
2097,1,21,3,2016
2153,1,21,3,2016
2347,1,21,3,2016
2550,1,21,3,2016
2718,1,21,3,2016
2267,1,21,4,2016
2097,1,21,4,2016
2252,2,21,5,2016
2718,1,21,5,2016
2718,2,21,7,2016
2648,1,21,7,2016
2183,1,21,7,2016
2252,2,21,8,2016
2267,1,21,8,2016
2115,1,21,8,2016
2347,1,21,8,2016
2222,1,21,8,2016
2100,1,21,9,2016
2097,4,21,10,2016
2177,1,21,10,2016
2718,2,21,11,2016
2252,2,21,11,2016
2347,1,21,11,2016
2267,1,21,12,2016
2718,1,21,12,2016
2347,1,21,1,2017
2252,2,21,1,2017
2718,2,21,1,2017
2475,4,21,1,2017
2097,4,21,2,2017
2252,2,21,2,2017
2128,1,21,2,2017
2347,2,21,2,2017
2508,2,21,3,2017
2718,1,21,3,2017
2128,2,21,3,2017
2718,1,21,4,2017
2718,2,21,5,2017
2097,2,21,5,2017
2222,1,21,6,2017
2347,1,21,6,2017
2718,3,21,7,2017
2100,1,21,9,2017
2252,1,21,9,2017
2097,1,21,9,2017
2149,1,21,9,2017
2718,1,21,9,2017
2718,2,21,10,2017
2100,2,21,10,2017
2724,1,21,10,2017
2508,1,21,10,2017
2097,1,21,10,2017
2097,1,21,11,2017
2646,1,21,11,2017
2718,2,21,12,2017
2097,1,21,12,2017
2494,1,21,12,2017
2167,1,21,12,2017
2252,1,21,12,2017
2485,1,21,12,2017
2100,2,21,1,2018
2097,2,21,1,2018
2198,3,67,11,2014
2682,5,67,11,2014
2177,1,67,12,2014
2097,1,67,12,2014
2177,1,67,1,2015
2627,1,67,5,2015
2177,1,67,5,2015
2097,1,67,11,2015
2252,1,67,4,2016
2855,1,67,6,2016
2091,1,67,6,2016
2252,1,67,7,2017
2252,1,67,11,2017
2198,1,73,11,2014
2682,1,73,11,2014
2347,1,73,11,2014
2198,1,73,5,2015
2252,1,73,1,2017
2267,1,73,5,2012
2097,1,73,3,2013
2149,1,73,8,2014
2252,1,73,11,2014
2252,1,73,12,2016
2149,1,73,1,2017
2222,1,73,6,2017
2091,1,73,11,2014
2682,2,73,11,2014
2690,1,73,11,2014
2682,2,127,11,2014
2718,5,127,11,2014
2177,6,127,11,2014
2267,1,127,11,2014
2167,2,127,11,2014
2556,2,127,11,2014
2252,8,127,11,2014
2718,1,127,12,2014
2252,10,127,12,2014
2149,3,127,12,2014
2347,4,127,12,2014
2642,2,127,12,2014
2142,1,127,12,2014
2115,5,127,1,2015
2718,4,127,1,2015
2252,6,127,1,2015
2142,2,127,1,2015
2177,2,127,1,2015
2682,4,127,1,2015
2494,3,127,1,2015
2252,6,127,2,2015
2142,1,127,2,2015
2718,3,127,2,2015
2243,2,127,3,2015
2718,3,127,3,2015
2252,5,127,3,2015
2185,1,127,3,2015
2718,5,127,4,2015
2347,2,127,4,2015
2497,3,127,4,2015
2252,8,127,4,2015
2682,1,127,4,2015
2208,3,127,4,2015
2115,2,127,5,2015
2243,1,127,5,2015
2252,5,127,5,2015
2627,1,127,6,2015
2142,1,127,6,2015
2718,3,127,6,2015
2149,2,127,6,2015
2627,1,127,7,2015
2177,9,127,7,2015
2497,2,127,7,2015
2718,3,127,7,2015
2556,2,127,7,2015
2267,3,127,8,2015
2142,3,127,8,2015
2718,5,127,8,2015
2252,8,127,8,2015
2556,2,127,8,2015
2718,3,127,9,2015
2252,20,127,9,2015
2177,4,127,9,2015
2149,3,127,9,2015
2332,2,127,9,2015
2497,2,127,9,2015
2627,2,127,10,2015
2347,3,127,10,2015
2142,3,127,10,2015
2177,2,127,10,2015
2252,9,127,10,2015
2149,3,127,10,2015
2564,2,127,10,2015
2115,3,127,11,2015
2128,2,127,11,2015
2718,6,127,11,2015
2243,3,127,11,2015
2497,2,127,11,2015
2222,2,127,11,2015
2442,2,127,11,2015
2252,10,127,11,2015
2183,2,127,11,2015
2494,2,127,11,2015
2456,2,127,12,2015
2222,3,127,12,2015
2252,9,127,12,2015
2497,2,127,12,2015
2556,2,127,12,2015
2718,2,127,12,2015
2718,7,127,1,2016
2112,1,127,1,2016
2142,2,127,1,2016
2252,4,127,1,2016
2468,2,127,2,2016
2183,2,127,2,2016
2252,5,127,3,2016
2718,5,127,3,2016
2177,2,127,3,2016
2252,4,127,4,2016
2222,2,127,5,2016
2252,5,127,5,2016
2347,2,127,5,2016
2556,2,127,6,2016
2252,4,127,6,2016
2497,2,127,6,2016
2183,2,127,7,2016
2627,2,127,7,2016
2556,7,127,8,2016
2718,4,127,8,2016
2642,2,127,8,2016
2556,7,127,9,2016
2718,2,127,9,2016
2627,2,127,9,2016
2468,2,127,9,2016
2117,1,127,9,2016
2252,3,127,10,2016
2149,2,127,10,2016
2556,2,127,10,2016
2115,2,127,10,2016
2718,11,127,10,2016
2267,2,127,10,2016
2283,2,127,10,2016
2468,2,127,10,2016
2718,6,127,11,2016
2115,3,127,11,2016
2177,2,127,11,2016
2252,11,127,11,2016
2497,1,127,11,2016
2468,3,127,11,2016
2142,1,127,11,2016
2468,2,127,12,2016
2177,2,127,12,2016
2718,4,127,12,2016
2441,2,127,12,2016
2142,3,127,12,2016
2149,2,127,12,2016
2317,2,127,1,2017
2718,8,127,1,2017
2149,5,127,1,2017
2142,3,127,1,2017
2718,9,127,3,2017
2252,2,127,3,2017
2100,5,127,4,2017
2621,2,127,4,2017
2267,2,127,5,2017
2142,3,127,5,2017
2243,2,127,5,2017
2718,4,127,6,2017
2267,2,127,6,2017
2156,1,127,6,2017
2149,2,127,6,2017
2648,2,127,7,2017
2642,2,127,7,2017
2177,2,127,7,2017
2718,9,127,8,2017
2642,2,127,8,2017
2267,3,127,8,2017
2252,4,127,8,2017
2494,2,127,8,2017
2177,3,127,8,2017
2243,2,127,8,2017
2627,2,127,8,2017
2149,2,127,9,2017
2177,2,127,9,2017
2718,6,127,9,2017
2627,1,127,9,2017
2267,2,127,9,2017
2494,1,127,9,2017
2468,1,127,9,2017
2252,1,127,9,2017
2099,1,127,9,2017
2627,1,127,10,2017
2252,18,127,10,2017
2718,6,127,10,2017
2142,1,127,10,2017
2468,1,127,10,2017
2115,1,127,10,2017
2177,1,127,10,2017
2252,2,127,11,2017
2718,2,127,11,2017
2494,1,127,11,2017
2700,1,127,11,2017
2115,1,127,11,2017
2855,1,127,12,2017
2347,1,127,12,2017
2177,2,127,12,2017
2252,1,127,12,2017
2642,1,127,12,2017
0,1,127,2,2018
2718,3,127,4,2002
2718,6,127,11,2001
2252,8,127,7,2002
2281,1,127,12,2001
2252,2,127,1,2004
2252,4,127,4,2004
2252,31,127,12,2001
2252,3,127,2,2004
2177,1,127,9,2004
2252,17,127,11,2001
2252,12,127,8,2003
2718,1,127,3,2003
2281,1,127,5,2003
2222,3,127,6,2003
2252,16,127,11,2002
2718,5,127,6,2003
2252,9,127,9,2003
2267,2,127,6,2004
2718,5,127,9,2003
2252,7,127,3,2003
2718,9,127,12,2001
2718,9,127,6,2004
2718,4,127,2,2003
2267,4,127,8,2004
2115,3,127,9,2004
2243,1,127,8,2003
2252,22,127,1,2002
2347,3,127,10,2002
2267,2,127,3,2004
2718,3,127,1,2003
2252,12,127,8,2002
2252,3,127,12,2003
2177,2,127,1,2004
2222,1,127,10,2003
2718,3,127,10,2002
2271,1,127,11,2002
2252,3,127,8,2004
2252,5,127,7,2004
2177,1,127,8,2003
2267,1,127,2,2003
2718,3,127,10,2004
2222,1,127,9,2003
2718,7,127,1,2004
2718,3,127,3,2004
2142,4,127,1,2002
2267,2,127,10,2002
2497,1,127,9,2002
2494,1,127,2,2003
2252,11,127,6,2003
2142,1,127,5,2002
2252,15,127,2,2002
2115,2,127,9,2003
2347,1,127,8,2004
2718,6,127,7,2003
2267,1,127,7,2004
2177,1,127,7,2004
2718,1,127,5,2003
2627,1,127,2,2003
2142,1,127,3,2004
2441,1,127,11,2001
2149,2,127,7,2004
2497,2,127,7,2004
2149,2,127,8,2003
2252,8,127,12,2002
2267,2,127,8,2002
2267,3,127,11,2002
2347,2,127,5,2003
2252,15,127,2,2003
2347,3,127,9,2004
2454,1,127,12,2001
2102,1,127,8,2002
2718,5,127,8,2003
2252,15,127,9,2002
2177,1,127,10,2004
2332,1,127,12,2002
2142,1,127,6,2003
2468,2,127,10,2003
2494,2,127,3,2002
2718,4,127,7,2004
2718,1,127,3,2002
2718,3,127,12,2003
2149,1,127,1,2004
2718,5,127,11,2002
2718,5,127,2,2004
2252,13,127,6,2002
2252,6,127,9,2004
2115,1,127,1,2002
2252,6,127,1,2003
2718,7,127,10,2003
2267,2,127,8,2003
2222,1,127,5,2003
2267,2,127,10,2003
2142,1,127,1,2004
2252,2,127,5,2004
2177,1,127,8,2001
2252,1,127,7,2001
2452,1,127,7,2001
2252,2,127,8,2001
2252,11,127,10,2001
2177,1,127,9,2001
2149,2,127,11,2001
2452,1,127,12,2001
2115,1,127,12,2001
2222,1,127,1,2002
2468,1,127,12,2001
2252,8,127,3,2002
2252,3,127,4,2002
2468,1,127,2,2002
2115,1,127,5,2002
2252,8,127,5,2002
2149,2,127,5,2002
2468,1,127,6,2002
2149,3,127,8,2002
2550,1,127,8,2002
2115,3,127,8,2002
2142,1,127,7,2002
2149,3,127,9,2002
2271,1,127,9,2002
2115,2,127,9,2002
2252,20,127,10,2002
2468,1,127,10,2002
2115,2,127,11,2002
2347,3,127,11,2002
2222,2,127,11,2002
2267,2,127,12,2002
2468,3,127,12,2002
2468,1,127,1,2003
2149,1,127,1,2003
2441,1,127,1,2003
2281,1,127,1,2003
2177,2,127,2,2002
2347,4,127,11,2003
2627,1,127,11,2003
2347,2,127,3,2004
2222,1,127,9,2004
2142,2,127,10,2003
2718,4,127,12,2002
2332,1,127,12,2001
2347,1,127,5,2004
2156,1,127,3,2004
2468,1,127,4,2003
2252,5,127,6,2004
2177,1,127,9,2003
2339,1,127,11,2003
2115,1,127,12,2002
2564,1,127,6,2004
2347,3,127,1,2003
2142,1,127,11,2001
2718,2,127,10,2001
2718,2,127,9,2004
2149,1,127,2,2003
2718,6,127,9,2002
2252,2,127,3,2004
2564,1,127,2,2002
2339,1,127,2,2003
2718,1,127,5,2002
2267,3,127,6,2002
2149,1,127,7,2002
2099,1,127,4,2003
2252,4,127,5,2003
2267,2,127,7,2003
2347,1,127,8,2003
2252,6,127,10,2003
2271,1,127,3,2003
2115,1,127,1,2004
2149,1,127,11,2003
2718,3,127,5,2004
2252,2,127,9,2001
2142,2,127,2,2002
2494,1,127,2,2002
2115,1,127,6,2004
2267,3,127,6,2003
2718,10,127,1,2002
2497,1,127,5,2003
2267,1,127,10,2001
2149,2,127,11,2002
2267,2,127,4,2002
2267,2,127,1,2003
2718,4,127,6,2002
2497,1,127,1,2004
2347,2,127,12,2002
2718,5,127,2,2002
2252,6,127,4,2003
2149,2,127,10,2002
2177,1,127,8,2004
2494,1,127,12,2003
2347,1,127,12,2003
2252,7,127,7,2003
2115,1,127,2,2004
2149,1,127,5,2003
2332,1,127,9,2002
2097,1,127,10,2003
2651,1,127,1,2003
2149,1,127,3,2003
2115,1,127,4,2003
2149,1,127,7,2003
2271,1,127,8,2003
2468,1,127,10,2001
2347,2,127,10,2001
2149,1,127,10,2001
2267,3,127,11,2001
2115,1,127,11,2001
2281,1,127,11,2001
2347,1,127,11,2001
2149,2,127,12,2001
2317,1,127,1,2002
2475,1,127,1,2002
2468,2,127,1,2002
2243,1,127,1,2002
2149,2,127,1,2002
2497,1,127,1,2002
2655,1,127,1,2002
2347,1,127,1,2002
2267,2,127,2,2002
2115,1,127,2,2002
2149,1,127,2,2002
2222,1,127,2,2002
2243,1,127,3,2002
2142,1,127,3,2002
2167,1,127,3,2002
2347,1,127,4,2002
2267,1,127,5,2002
2222,1,127,5,2002
2177,1,127,6,2002
2252,2,127,10,2004
2142,2,127,9,2004
2564,1,127,9,2004
2267,1,127,5,2004
2267,1,127,2,2004
2332,1,127,10,2002
2115,1,127,7,2003
2128,1,127,3,2004
2267,2,127,5,2003
2115,1,127,5,2003
2120,1,127,7,2003
2718,2,127,8,2002
2149,1,127,12,2002
2494,1,127,1,2003
2115,1,127,2,2003
2142,1,127,2,2003
2099,1,127,7,2002
2149,1,127,4,2004
2099,1,127,4,2004
2718,2,127,8,2004
2627,1,127,1,2004
2142,1,127,8,2004
2142,1,127,4,2004
2177,1,127,10,2003
2099,1,127,6,2004
2115,1,127,3,2003
2494,1,127,9,2003
2100,1,127,10,2003
2642,1,127,10,2003
2115,1,127,10,2002
2142,1,127,12,2002
2142,2,127,1,2003
2267,1,127,3,2003
2097,1,127,5,2003
2142,1,127,9,2003
2267,1,127,9,2003
2468,1,127,8,2004
2149,1,127,2,2004
2271,1,127,1,2004
2115,1,127,8,2004
2627,1,127,8,2004
2332,1,127,7,2004
2142,1,127,7,2004
2142,1,127,6,2004
2097,1,127,5,2004
2489,1,127,4,2004
2718,1,127,4,2004
2735,1,127,4,2004
2494,1,127,3,2004
2317,1,127,1,2004
2267,1,127,1,2004
2475,1,127,1,2004
2494,1,127,11,2003
2128,1,127,8,2002
2149,1,127,10,2003
2468,1,127,6,2004
2718,1,127,11,2003
2252,2,127,11,2003
2142,1,127,5,2004
2494,1,127,9,2004
2642,1,127,8,2004
2267,1,127,4,2004
2149,1,127,3,2004
2314,1,127,2,2004
2177,1,127,11,2001
2347,1,127,7,2001
2252,2,127,9,1999
2149,1,127,9,1999
2252,1,127,11,1999
2468,1,127,12,1999
2252,3,127,1,2000
2281,1,127,2,2000
2252,1,127,2,2000
2252,3,127,3,2000
2252,3,127,4,2000
2475,1,127,4,2000
2150,1,127,4,2000
2252,1,127,5,2000
2115,1,127,6,2000
2252,2,127,6,2000
2252,6,127,8,2000
2468,1,127,8,2000
2115,1,127,8,2000
2718,1,127,8,2000
2252,2,127,9,2000
2149,1,127,9,2000
2115,1,127,9,2000
2142,1,127,9,2000
2252,6,127,10,2000
2149,1,127,11,2000
2252,4,127,11,2000
2142,1,127,11,2000
2252,3,127,12,2000
2177,1,127,11,2000
2115,1,127,12,2000
2468,1,127,1,2001
2347,5,127,12,2004
2475,1,127,1,2005
2252,10,127,1,2005
2267,2,127,1,2005
2347,1,127,1,2005
2142,1,127,1,2005
2718,2,127,1,2005
2688,1,127,1,2005
2642,1,127,1,2005
2494,1,127,1,2005
2718,6,127,2,2005
2142,1,127,2,2005
2252,4,127,2,2005
2267,1,127,2,2005
2149,2,127,2,2005
2097,1,127,2,2005
2642,1,127,2,2005
2718,11,127,12,2004
2267,5,127,12,2004
2252,12,127,12,2004
2115,2,127,12,2004
2468,2,127,12,2004
2494,2,127,12,2004
2271,1,127,12,2004
2497,1,127,12,2004
2317,1,127,12,2004
2099,1,127,12,2004
2142,1,127,12,2004
2252,4,127,3,2005
2167,1,127,3,2005
2718,5,127,3,2005
2494,1,127,3,2005
2688,1,127,3,2005
2468,1,127,3,2005
2347,1,127,3,2005
2267,1,127,3,2005
2718,8,127,4,2005
2252,4,127,4,2005
2210,1,127,4,2005
2494,2,127,4,2005
2177,3,127,4,2005
2281,1,127,4,2005
2149,1,127,4,2005
2222,2,127,4,2005
2183,1,127,4,2005
2267,3,127,5,2005
2332,1,127,5,2005
2252,8,127,5,2005
2347,2,127,5,2005
2718,5,127,5,2005
2441,1,127,5,2005
2177,1,127,5,2005
2222,1,127,5,2005
2494,1,127,5,2005
2252,4,127,6,2005
2142,1,127,6,2005
2153,2,127,6,2005
2494,1,127,6,2005
2462,1,127,6,2005
2718,5,127,6,2005
2317,1,127,6,2005
2267,2,127,6,2005
2281,1,127,6,2005
2475,1,127,6,2005
2183,1,127,6,2005
2718,10,127,7,2005
2252,8,127,7,2005
2855,1,127,7,2005
2564,1,127,7,2005
2149,1,127,7,2005
2115,1,127,7,2005
2494,1,127,7,2005
2347,1,127,7,2005
2267,2,127,7,2005
2281,1,127,7,2005
2718,5,127,8,2005
2252,11,127,8,2005
2149,3,127,8,2005
2115,3,127,8,2005
2267,2,127,8,2005
2099,2,127,8,2005
2099,1,127,9,2005
2627,1,127,9,2005
2252,20,127,9,2005
2642,2,127,9,2005
2475,1,127,9,2005
2718,5,127,9,2005
2494,1,127,9,2005
2177,3,127,9,2005
2142,2,127,9,2005
2267,2,127,9,2005
2347,2,127,9,2005
2149,1,127,9,2005
2648,1,127,9,2005
2718,2,127,10,2005
2252,16,127,10,2005
2281,2,127,10,2005
2177,3,127,10,2005
2099,1,127,10,2005
2347,7,127,10,2005
2556,1,127,10,2005
2142,1,127,10,2005
2267,1,127,10,2005
2149,1,127,10,2005
2468,1,127,10,2005
2332,1,127,10,2005
2252,21,127,11,2005
2267,2,127,11,2005
2347,3,127,11,2005
2149,2,127,11,2005
2468,1,127,11,2005
2718,8,127,11,2005
2187,1,127,11,2005
2222,1,127,11,2005
2317,1,127,11,2005
2177,1,127,11,2005
2642,1,127,11,2005
2611,1,127,11,2005
2252,12,127,12,2005
2347,3,127,12,2005
2142,1,127,12,2005
2494,1,127,12,2005
2468,2,127,12,2005
2556,1,127,12,2005
2562,1,127,12,2005
2267,1,127,12,2005
2718,7,127,1,2006
2468,1,127,1,2006
2252,9,127,1,2006
2177,3,127,1,2006
2099,2,127,1,2006
2347,2,127,1,2006
2142,4,127,1,2006
2100,1,127,1,2006
2281,1,127,1,2006
2115,1,127,1,2006
2115,3,127,2,2006
2149,2,127,2,2006
2100,1,127,2,2006
2468,4,127,2,2006
2252,7,127,2,2006
2281,1,127,2,2006
2718,3,127,2,2006
2347,1,127,2,2006
2177,1,127,2,2006
2735,1,127,2,2006
2142,1,127,2,2006
2267,1,127,2,2006
2128,1,127,2,2006
2252,14,127,3,2006
2718,6,127,3,2006
2468,2,127,3,2006
2177,1,127,3,2006
2347,1,127,3,2006
2545,1,127,3,2006
2564,1,127,3,2006
2142,1,127,3,2006
2267,4,127,3,2006
2642,1,127,3,2006
2497,1,127,4,2006
2252,4,127,4,2006
2142,2,127,4,2006
2468,1,127,4,2006
2718,4,127,4,2006
2718,6,127,5,2006
2252,6,127,5,2006
2468,2,127,5,2006
2267,1,127,5,2006
2497,1,127,5,2006
2252,11,127,6,2006
2341,1,127,6,2006
2177,1,127,6,2006
2142,2,127,6,2006
2332,1,127,6,2006
2718,2,127,6,2006
2468,1,127,6,2006
2149,1,127,7,2006
2718,2,127,7,2006
2646,1,127,7,2006
2142,1,127,7,2006
2252,6,127,7,2006
2100,1,127,7,2006
2267,1,127,7,2006
2564,1,127,7,2006
2556,1,127,7,2006
2497,1,127,8,2006
2252,17,127,8,2006
2718,7,127,8,2006
2222,1,127,8,2006
2267,3,127,8,2006
2149,1,127,8,2006
2283,1,127,8,2006
2252,35,127,9,2006
2497,1,127,9,2006
2177,2,127,9,2006
2718,5,127,9,2006
2347,3,127,9,2006
2317,1,127,9,2006
2556,1,127,9,2006
2267,2,127,9,2006
2222,2,127,9,2006
2494,1,127,9,2006
2115,1,127,9,2006
2252,19,127,10,2006
2142,1,127,10,2006
2153,1,127,10,2006
2347,4,127,10,2006
2718,5,127,10,2006
2222,2,127,10,2006
2468,2,127,10,2006
2341,1,127,10,2006
2556,1,127,10,2006
2149,1,127,10,2006
2267,2,127,10,2006
2627,1,127,10,2006
2099,1,127,10,2006
2222,3,127,11,2006
2347,1,127,11,2006
2718,6,127,11,2006
2468,2,127,11,2006
2252,19,127,11,2006
2267,1,127,11,2006
2149,1,127,11,2006
2177,2,127,11,2006
2142,1,127,11,2006
2682,1,127,11,2006
2317,1,127,11,2006
2252,16,127,12,2006
2718,4,127,12,2006
2117,1,127,12,2006
2115,1,127,12,2006
2222,1,127,12,2006
2347,2,127,12,2006
2281,1,127,12,2006
2252,12,127,1,2007
2718,7,127,1,2007
2332,1,127,1,2007
2222,1,127,1,2007
2267,2,127,1,2007
2142,1,127,1,2007
2149,1,127,1,2007
2648,1,127,1,2007
2307,1,127,1,2007
2115,2,127,1,2007
2682,1,127,1,2007
2468,1,127,1,2007
2099,1,127,1,2007
2252,11,127,2,2007
2347,1,127,2,2007
2142,5,127,2,2007
2646,1,127,2,2007
2149,1,127,2,2007
2718,4,127,2,2007
2642,1,127,2,2007
2267,1,127,2,2007
2177,1,127,2,2007
2099,1,127,2,2007
2468,1,127,2,2007
2099,1,127,3,2007
2468,2,127,3,2007
2497,1,127,3,2007
2222,1,127,3,2007
2252,6,127,3,2007
2332,1,127,3,2007
2177,1,127,3,2007
2142,2,127,3,2007
2718,2,127,3,2007
2267,1,127,3,2007
2347,1,127,3,2007
2371,1,127,3,2007
2128,1,127,3,2007
2252,10,127,4,2007
2494,1,127,4,2007
2468,2,127,4,2007
2497,2,127,4,2007
2332,1,127,4,2007
2267,2,127,4,2007
2475,1,127,4,2007
2115,1,127,4,2007
2149,2,127,4,2007
2142,1,127,4,2007
2097,1,127,4,2007
2718,2,127,4,2007
2252,9,127,5,2007
2718,4,127,5,2007
2267,1,127,5,2007
2468,1,127,5,2007
2099,1,127,5,2007
2177,1,127,5,2007
2475,1,127,5,2007
2149,1,127,5,2007
2556,1,127,5,2007
2142,2,127,5,2007
2497,2,127,5,2007
2347,2,127,5,2007
2252,11,127,6,2007
2441,1,127,6,2007
2347,1,127,6,2007
2149,2,127,6,2007
2115,1,127,6,2007
2718,5,127,6,2007
2142,1,127,6,2007
2222,1,127,6,2007
2267,2,127,6,2007
2556,1,127,6,2007
2564,1,127,6,2007
2183,1,127,7,2007
2267,3,127,7,2007
2281,1,127,7,2007
2252,7,127,7,2007
2564,1,127,7,2007
2222,2,127,7,2007
2646,1,127,7,2007
2177,2,127,7,2007
2142,1,127,7,2007
2149,1,127,7,2007
2718,2,127,7,2007
2468,1,127,7,2007
2317,1,127,7,2007
